nombreapellidos,partido,eleccion,year,url,nombres,apellido_paterno,apellido_materno,profesion,nacimiento,lugar_nacimiento,fallecimiento,religion,casado_dummy,cantidad_hijos
GABRIEL MOISES SILBER ROMO,PDC,diputados,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Silber_Romo,Gabriel Moisés,Silber,Romo,Abogado,15 de Septiembre de 1976,Santiago,,,0,0
PATRICIO MELERO ABAROA,UDI,diputados,2015,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Melero_Abaroa,Patricio,Melero,Abaroa,Ingeniero,19 de Junio de 1956,Santiago,,,1,dos
GABRIEL MOISES SILBER ROMO,PDC,diputados,2015,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Silber_Romo,Gabriel Moisés,Silber,Romo,Abogado,15 de Septiembre de 1976,Santiago,,,0,0
GABRIEL MOISES SILBER ROMO,PDC,diputados,2016,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Silber_Romo,Gabriel Moisés,Silber,Romo,Abogado,15 de Septiembre de 1976,Santiago,,,0,0
PATRICIO MELERO ABAROA,UDI,diputados,2016,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Melero_Abaroa,Patricio,Melero,Abaroa,Ingeniero,19 de Junio de 1956,Santiago,,,1,dos
GABRIEL MOISES SILBER ROMO,PDC,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Silber_Romo,Gabriel Moisés,Silber,Romo,Abogado,15 de Septiembre de 1976,Santiago,,,0,0
PATRICIO MELERO ABAROA,UDI,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Melero_Abaroa,Patricio,Melero,Abaroa,Ingeniero,19 de Junio de 1956,Santiago,,,1,dos
ALEJANDRA SEPULVEDA ORBENES,FRVS,diputados,2018,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandra_Sepúlveda_Orbenes,Alejandra,Sepúlveda,Orbenes,Médica veterinaria,13 de Noviembre de 1965,Viña del Mar,,,0,tres
ALEJANDRA SEPULVEDA ORBENES,FRVS,diputados,2019,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandra_Sepúlveda_Orbenes,Alejandra,Sepúlveda,Orbenes,Médica veterinaria,13 de Noviembre de 1965,Viña del Mar,,,0,tres
ALEJANDRA SEPULVEDA ORBENES,FRVS,diputados,2020,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandra_Sepúlveda_Orbenes,Alejandra,Sepúlveda,Orbenes,Médica veterinaria,13 de Noviembre de 1965,Viña del Mar,,,0,tres
ALEJANDRA SEPULVEDA ORBENES,FRVS,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandra_Sepúlveda_Orbenes,Alejandra,Sepúlveda,Orbenes,Médica veterinaria,13 de Noviembre de 1965,Viña del Mar,,,0,tres
CARLA ANDREA MORALES MALDONADO,RN,diputados,2022,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carla_Morales_Maldonado,Carla Andrea,Morales,Maldonado,Trabajadora social,27 de Octubre de 1977,Rancagua,,,0,0
CARLA ANDREA MORALES MALDONADO,RN,diputados,2023,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carla_Morales_Maldonado,Carla Andrea,Morales,Maldonado,Trabajadora social,27 de Octubre de 1977,Rancagua,,,0,0
DANIEL ALEJANDRO FARCAS GUENDELMAN,PPD,diputados,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Alejandro_Farcas_Guendelman,Daniel Alejandro,Farcas,Guendelman,Doctor en Educación Superior,02 de Noviembre de 1963,Santiago,,,0,dos
DANIEL ALEJANDRO FARCAS GUENDELMAN,PPD,diputados,2015,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Alejandro_Farcas_Guendelman,Daniel Alejandro,Farcas,Guendelman,Doctor en Educación Superior,02 de Noviembre de 1963,Santiago,,,0,dos
DANIEL ALEJANDRO FARCAS GUENDELMAN,PPD,diputados,2016,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Alejandro_Farcas_Guendelman,Daniel Alejandro,Farcas,Guendelman,Doctor en Educación Superior,02 de Noviembre de 1963,Santiago,,,0,dos
DANIEL ALEJANDRO FARCAS GUENDELMAN,PPD,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Alejandro_Farcas_Guendelman,Daniel Alejandro,Farcas,Guendelman,Doctor en Educación Superior,02 de Noviembre de 1963,Santiago,,,0,dos
PEDRO PABLO ALVAREZ-SALAMANCA RAMIREZ,UDI,diputados,2018,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Pablo_Álvarez-Salamanca_Ramírez,Pedro Pablo,Álvarez-Salamanca,Ramírez,,18 de Febrero de 1976,Talca,,,0,0
PABLO LORENZINI BASSO,PDC,diputados,2018,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Lorenzini_Basso,Pablo,Lorenzini,Basso,Doctor en Economía,25 de Octubre de 1949,Molina,,,1,dos
PABLO LORENZINI BASSO,PDC,diputados,2019,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Lorenzini_Basso,Pablo,Lorenzini,Basso,Doctor en Economía,25 de Octubre de 1949,Molina,,,1,dos
PEDRO PABLO ALVAREZ-SALAMANCA RAMIREZ,UDI,diputados,2019,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Pablo_Álvarez-Salamanca_Ramírez,Pedro Pablo,Álvarez-Salamanca,Ramírez,,18 de Febrero de 1976,Talca,,,0,0
PEDRO PABLO ALVAREZ-SALAMANCA RAMIREZ,UDI,diputados,2020,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Pablo_Álvarez-Salamanca_Ramírez,Pedro Pablo,Álvarez-Salamanca,Ramírez,,18 de Febrero de 1976,Talca,,,0,0
PABLO LORENZINI BASSO,PDC,diputados,2020,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Lorenzini_Basso,Pablo,Lorenzini,Basso,Doctor en Economía,25 de Octubre de 1949,Molina,,,1,dos
PEDRO PABLO ALVAREZ-SALAMANCA RAMIREZ,UDI,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Pablo_Álvarez-Salamanca_Ramírez,Pedro Pablo,Álvarez-Salamanca,Ramírez,,18 de Febrero de 1976,Talca,,,0,0
PABLO LORENZINI BASSO,PDC,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Lorenzini_Basso,Pablo,Lorenzini,Basso,Doctor en Economía,25 de Octubre de 1949,Molina,,,1,dos
JUAN FRANCISCO PULGAR CASTILLO,INDEPENDIENTE CENTRO UNIDO,diputados,2022,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Pulgar_Castillo,Juan Francisco,Pulgar,Castillo,Licenciado en ciencias criminalísticas,27 de Mayo de 1971,Talca,,,1,0
BENJAMIN MORENO BASCUR,REPUBLICANO,diputados,2022,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Benjamín_Moreno_Bascur,Benjamín,Moreno,Bascur,Ingeniero Agrónomo,02 de Abril de 1993,Santiago,,,0,0
BENJAMIN MORENO BASCUR,REPUBLICANO,diputados,2023,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Benjamín_Moreno_Bascur,Benjamín,Moreno,Bascur,Ingeniero Agrónomo,02 de Abril de 1993,Santiago,,,0,0
JUAN FRANCISCO PULGAR CASTILLO,INDEPENDIENTE CENTRO UNIDO,diputados,2023,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Pulgar_Castillo,Juan Francisco,Pulgar,Castillo,Licenciado en ciencias criminalísticas,27 de Mayo de 1971,Talca,,,1,0
CRISTINA GIRARDI LAVIN,PPD,diputados,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Cristina_Girardi_Lavín,Cristina,Girardi,Lavín,,9 de Enero de 1962,Santiago,,,1,tres
NICOLAS MONCKEBERG DIAZ,RN,diputados,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nicolás_Monckeberg_Díaz,Nicolás,Monckeberg,Díaz,Magister,31 de Julio de 1973,Santiago,,,1,tres
CRISTINA GIRARDI LAVIN,PPD,diputados,2015,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Cristina_Girardi_Lavín,Cristina,Girardi,Lavín,,9 de Enero de 1962,Santiago,,,1,tres
NICOLAS MONCKEBERG DIAZ,RN,diputados,2015,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nicolás_Monckeberg_Díaz,Nicolás,Monckeberg,Díaz,Magister,31 de Julio de 1973,Santiago,,,1,tres
CRISTINA GIRARDI LAVIN,PPD,diputados,2016,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Cristina_Girardi_Lavín,Cristina,Girardi,Lavín,,9 de Enero de 1962,Santiago,,,1,tres
NICOLAS MONCKEBERG DIAZ,RN,diputados,2016,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nicolás_Monckeberg_Díaz,Nicolás,Monckeberg,Díaz,Magister,31 de Julio de 1973,Santiago,,,1,tres
NICOLAS MONCKEBERG DIAZ,RN,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nicolás_Monckeberg_Díaz,Nicolás,Monckeberg,Díaz,Magister,31 de Julio de 1973,Santiago,,,1,tres
CRISTINA GIRARDI LAVIN,PPD,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Cristina_Girardi_Lavín,Cristina,Girardi,Lavín,,9 de Enero de 1962,Santiago,,,1,tres
IGNACIO URRUTIA BONILLA,UDI,diputados,2018,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Urrutia_Bonilla,Ignacio,Urrutia,Bonilla,Agricultor,16 de Septiembre de 1957,Santiago,,,1,tres
JAIME NARANJO ORTIZ,PS,diputados,2018,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Naranjo_Ortiz,Jaime,Naranjo,Ortiz,Magíster en Economía Agraria,12 de Enero de 1951,Melipilla,,,1,cinco
JAIME NARANJO ORTIZ,PS,diputados,2019,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Naranjo_Ortiz,Jaime,Naranjo,Ortiz,Magíster en Economía Agraria,12 de Enero de 1951,Melipilla,,,1,cinco
IGNACIO URRUTIA BONILLA,UDI,diputados,2019,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Urrutia_Bonilla,Ignacio,Urrutia,Bonilla,Agricultor,16 de Septiembre de 1957,Santiago,,,1,tres
JAIME NARANJO ORTIZ,PS,diputados,2020,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Naranjo_Ortiz,Jaime,Naranjo,Ortiz,Magíster en Economía Agraria,12 de Enero de 1951,Melipilla,,,1,cinco
IGNACIO URRUTIA BONILLA,UDI,diputados,2020,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Urrutia_Bonilla,Ignacio,Urrutia,Bonilla,Agricultor,16 de Septiembre de 1957,Santiago,,,1,tres
JAIME NARANJO ORTIZ,PS,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Naranjo_Ortiz,Jaime,Naranjo,Ortiz,Magíster en Economía Agraria,12 de Enero de 1951,Melipilla,,,1,cinco
IGNACIO URRUTIA BONILLA,UDI,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Urrutia_Bonilla,Ignacio,Urrutia,Bonilla,Agricultor,16 de Septiembre de 1957,Santiago,,,1,tres
JAIME NARANJO ORTIZ,PS,diputados,2022,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Naranjo_Ortiz,Jaime,Naranjo,Ortiz,Magíster en Economía Agraria,12 de Enero de 1951,Melipilla,,,1,cinco
JAIME NARANJO ORTIZ,PS,diputados,2023,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Naranjo_Ortiz,Jaime,Naranjo,Ortiz,Magíster en Economía Agraria,12 de Enero de 1951,Melipilla,,,1,cinco
KAROL AIDA CARIOLA OLIVA,PC,diputados,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Karol_Aída_Cariola_Oliva,Karol Aída,Cariola,Oliva,Matrona,01 de Abril de 1987,Santiago,,,0,0
KAROL AIDA CARIOLA OLIVA,PC,diputados,2015,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Karol_Aída_Cariola_Oliva,Karol Aída,Cariola,Oliva,Matrona,01 de Abril de 1987,Santiago,,,0,0
KAROL AIDA CARIOLA OLIVA,PC,diputados,2016,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Karol_Aída_Cariola_Oliva,Karol Aída,Cariola,Oliva,Matrona,01 de Abril de 1987,Santiago,,,0,0
KAROL AIDA CARIOLA OLIVA,PC,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Karol_Aída_Cariola_Oliva,Karol Aída,Cariola,Oliva,Matrona,01 de Abril de 1987,Santiago,,,0,0
MARIA LORETO CARVAJAL AMBIADO,PPD,diputados,2018,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Loreto_Carvajal_Ambiado,María Loreto,Carvajal,Ambiado,Egresada de Derecho,18 de Mayo de 1973,Cabrero,,,0,un
JORGE EDUARDO SABAG VILLALOBOS,PDC,diputados,2018,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Eduardo_Sabag_Villalobos,Jorge Eduardo,Sabag,Villalobos,"Ingeniero civil,  Abogado",26 de Diciembre de 1963,Cabrero,,,1,cuatro
CARLOS ABEL JARPA WEVAR,PRSD,diputados,2018,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Abel_Jarpa_Wevar,Carlos Abel,Jarpa,Wevar,"Médico, Oftalmólogo",24 de Noviembre de 1944,Santiago,,,1,0
CARLOS ABEL JARPA WEVAR,PRSD,diputados,2019,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Abel_Jarpa_Wevar,Carlos Abel,Jarpa,Wevar,"Médico, Oftalmólogo",24 de Noviembre de 1944,Santiago,,,1,0
MARIA LORETO CARVAJAL AMBIADO,PPD,diputados,2019,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Loreto_Carvajal_Ambiado,María Loreto,Carvajal,Ambiado,Egresada de Derecho,18 de Mayo de 1973,Cabrero,,,0,un
JORGE EDUARDO SABAG VILLALOBOS,PDC,diputados,2019,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Eduardo_Sabag_Villalobos,Jorge Eduardo,Sabag,Villalobos,"Ingeniero civil,  Abogado",26 de Diciembre de 1963,Cabrero,,,1,cuatro
MARIA LORETO CARVAJAL AMBIADO,PPD,diputados,2020,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Loreto_Carvajal_Ambiado,María Loreto,Carvajal,Ambiado,Egresada de Derecho,18 de Mayo de 1973,Cabrero,,,0,un
CARLOS ABEL JARPA WEVAR,PRSD,diputados,2020,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Abel_Jarpa_Wevar,Carlos Abel,Jarpa,Wevar,"Médico, Oftalmólogo",24 de Noviembre de 1944,Santiago,,,1,0
JORGE EDUARDO SABAG VILLALOBOS,PDC,diputados,2020,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Eduardo_Sabag_Villalobos,Jorge Eduardo,Sabag,Villalobos,"Ingeniero civil,  Abogado",26 de Diciembre de 1963,Cabrero,,,1,cuatro
JORGE EDUARDO SABAG VILLALOBOS,PDC,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Eduardo_Sabag_Villalobos,Jorge Eduardo,Sabag,Villalobos,"Ingeniero civil, Abogado",26 de Diciembre de 1963,Cabrero,,,1,cuatro
CARLOS ABEL JARPA WEVAR,PRSD,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Abel_Jarpa_Wevar,Carlos Abel,Jarpa,Wevar,"Médico, Oftalmólogo",24 de Noviembre de 1944,Santiago,,,1,0
MARIA LORETO CARVAJAL AMBIADO,PPD,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Loreto_Carvajal_Ambiado,María Loreto,Carvajal,Ambiado,Egresada de Derecho,18 de Mayo de 1973,Cabrero,,,0,un
SARA NICOL CONCHA SMITH,PSC,diputados,2022,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sara_Concha_Smith,Sara Nicol,Concha,Smith,,09 de Septiembre de 1995,Chillán,,Evangélica,0,0
MARTA PILAR BRAVO SALINAS,UDI,diputados,2022,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marta_Bravo_Salinas,Marta Pilar,Bravo,Salinas,Doctora en Medicina,25 de Febrero de 1976,Chillán,,,0,0
SARA NICOL CONCHA SMITH,PSC,diputados,2023,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sara_Concha_Smith,Sara Nicol,Concha,Smith,,09 de Septiembre de 1995,Chillán,,Evangélica,0,0
MARTA PILAR BRAVO SALINAS,UDI,diputados,2023,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marta_Bravo_Salinas,Marta Pilar,Bravo,Salinas,Doctora en Medicina,25 de Febrero de 1976,Chillán,,,0,0
JOAQUIN JOSE LAVIN LEON,UDI,diputados,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_José_Lavín_León,Joaquín José,Lavín,León,,25 de Mayo de 1979,Santiago,,,1,dos
PEPE AUTH STEWART,PPD,diputados,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pepe_Auth_Stewart,Pepe,Auth,Stewart,,6 de Marzo de 1957,Santiago,,,0,0
PEPE AUTH STEWART,PPD,diputados,2015,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pepe_Auth_Stewart,Pepe,Auth,Stewart,,6 de Marzo de 1957,Santiago,,,0,0
JOAQUIN JOSE LAVIN LEON,UDI,diputados,2015,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_José_Lavín_León,Joaquín José,Lavín,León,,25 de Mayo de 1979,Santiago,,,1,dos
PEPE AUTH STEWART,PPD,diputados,2016,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pepe_Auth_Stewart,Pepe,Auth,Stewart,,6 de Marzo de 1957,Santiago,,,0,0
JOAQUIN JOSE LAVIN LEON,UDI,diputados,2016,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_José_Lavín_León,Joaquín José,Lavín,León,,25 de Mayo de 1979,Santiago,,,1,dos
PEPE AUTH STEWART,PPD,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pepe_Auth_Stewart,Pepe,Auth,Stewart,,6 de Marzo de 1957,Santiago,,,0,0
JOAQUIN JOSE LAVIN LEON,UDI,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_José_Lavín_León,Joaquín José,Lavín,León,,25 de Mayo de 1979,Santiago,,,1,dos
JOSE MIGUEL ORTIZ NOVOA,PDC,diputados,2018,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Ortiz_Novoa,José Miguel,Ortiz,Novoa,Profesor de Educación Básica,22 de Noviembre de 1941,Santiago,,,1,tres
ENRIQUE VAN RYSSELBERGHE HERRERA,UDI,diputados,2018,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Van_Rysselberghe_Herrera,Enrique,Van Rysselberghe,Herrera,Master en Bussiness Administration,17 de Septiembre de 1976,Concepción,,,1,0
ENRIQUE VAN RYSSELBERGHE HERRERA,UDI,diputados,2019,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Van_Rysselberghe_Herrera,Enrique,Van Rysselberghe,Herrera,Master en Bussiness Administration,17 de Septiembre de 1976,Concepción,,,1,0
JOSE MIGUEL ORTIZ NOVOA,PDC,diputados,2019,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Ortiz_Novoa,José Miguel,Ortiz,Novoa,Profesor de Educación Básica,22 de Noviembre de 1941,Santiago,,,1,tres
JOSE MIGUEL ORTIZ NOVOA,PDC,diputados,2020,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Ortiz_Novoa,José Miguel,Ortiz,Novoa,Profesor de Educación Básica,22 de Noviembre de 1941,Santiago,,,1,tres
ENRIQUE VAN RYSSELBERGHE HERRERA,UDI,diputados,2020,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Van_Rysselberghe_Herrera,Enrique,Van Rysselberghe,Herrera,Master en Bussiness Administration,17 de Septiembre de 1976,Concepción,,,1,0
ENRIQUE VAN RYSSELBERGHE HERRERA,UDI,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Van_Rysselberghe_Herrera,Enrique,Van Rysselberghe,Herrera,Master en Bussiness Administration,17 de Septiembre de 1976,Concepción,,,1,0
JOSE MIGUEL ORTIZ NOVOA,PDC,diputados,2021,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Ortiz_Novoa,José Miguel,Ortiz,Novoa,Profesor de Educación Básica,22 de Noviembre de 1941,Santiago,,,1,tres
MARIA CANDELARIA ACEVEDO SAEZ,PC,diputados,2022,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Candelaria_Acevedo_Sáez,María Candelaria,Acevedo,Saez,,12 de Septiembre de 1958,Coronel,,,1,un
ROBERTO ENRIQUE ARROYO MUÑOZ,PDG,diputados,2022,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_Arroyo_Muñoz,Roberto Enrique,Arroyo,Muñoz,Cirujano dentista,29 de Noviembre de 1963,Concepción,,,1,0
ROBERTO ENRIQUE ARROYO MUÑOZ,PDG,diputados,2023,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_Arroyo_Muñoz,Roberto Enrique,Arroyo,Muñoz,Cirujano dentista,29 de Noviembre de 1963,Concepción,,,1,0
MARIA CANDELARIA ACEVEDO SAEZ,PC,diputados,2023,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Candelaria_Acevedo_Sáez,María Candelaria,Acevedo,Saez,,12 de Septiembre de 1958,Coronel,,,1,un
MAYA ALEJANDRA FERNANDEZ ALLENDE,PS,diputados,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Maya_Alejandra_Fernández_Allende,Maya Alejandra,Fernández,Allende,Bióloga y Médico Veterinaria,27 de Septiembre de 1971,Santiago,,,1,dos
MARCELA CONSTANZA SABAT FERNANDEZ,RN,diputados,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcela_Constanza_Sabat_Fernández,Marcela Constanza,Sabat,Fernández,,4 de Abril de 1981,Santiago,,,1,una
MARCELA CONSTANZA SABAT FERNANDEZ,RN,diputados,2015,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcela_Constanza_Sabat_Fernández,Marcela Constanza,Sabat,Fernández,,4 de Abril de 1981,Santiago,,,1,una
MAYA ALEJANDRA FERNANDEZ ALLENDE,PS,diputados,2015,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Maya_Alejandra_Fernández_Allende,Maya Alejandra,Fernández,Allende,Bióloga y Médico Veterinaria,27 de Septiembre de 1971,Santiago,,,1,dos
MARCELA CONSTANZA SABAT FERNANDEZ,RN,diputados,2016,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcela_Constanza_Sabat_Fernández,Marcela Constanza,Sabat,Fernández,,4 de Abril de 1981,Santiago,,,1,una
MAYA ALEJANDRA FERNANDEZ ALLENDE,PS,diputados,2016,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Maya_Alejandra_Fernández_Allende,Maya Alejandra,Fernández,Allende,Bióloga y Médico Veterinaria,27 de Septiembre de 1971,Santiago,,,1,dos
MAYA ALEJANDRA FERNANDEZ ALLENDE,PS,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Maya_Alejandra_Fernández_Allende,Maya Alejandra,Fernández,Allende,Bióloga y Médico Veterinaria,27 de Septiembre de 1971,Santiago,,,1,dos
MARCELA CONSTANZA SABAT FERNANDEZ,RN,diputados,2017,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcela_Constanza_Sabat_Fernández,Marcela Constanza,Sabat,Fernández,,4 de Abril de 1981,Santiago,,,1,una
JOSE PEREZ ARRIAGADA,PRSD,diputados,2018,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Pérez_Arriagada,José,Pérez,Arriagada,"Técnico Agrícola, Perito Forestal",29 de Diciembre de 1940,Los Angeles,,,1,0
JOSE PEREZ ARRIAGADA,PRSD,diputados,2019,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Pérez_Arriagada,José,Pérez,Arriagada,"Técnico Agrícola, Perito Forestal",29 de Diciembre de 1940,Los Angeles,,,1,0
JOSE PEREZ ARRIAGADA,PRSD,diputados,2020,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Pérez_Arriagada,José,Pérez,Arriagada,"Técnico Agrícola, Perito Forestal",29 de Diciembre de 1940,Los Angeles,,,1,0
